1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
75D02U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INVOLVING VEHICLES, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03C,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, CABLE CAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03F,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, FREIGHT TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03L,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, LIGHT RAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03M,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, MONORAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03O,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, OTHER",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03P,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, PASSENGER (COMMUTER) TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03S,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, SUBWAY",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03T,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, TROLLEY/STREETCAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D03U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE BELOW GROUND LEVEL, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04C,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, CABLE CAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04F,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, FREIGHT TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04L,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, LIGHT RAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04M,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, MONORAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04O,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, OTHER",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04P,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, PASSENGER (COMMUTER) TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04S,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, SUBWAY",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04T,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, TROLLEY/STREETCAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D04U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ABOVE GROUND LEVEL, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05C,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, CABLE CAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05F,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, FREIGHT TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05L,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, LIGHT RAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05M,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, MONORAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05O,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, OTHER",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05P,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, PASSENGER (COMMUTER) TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05S,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, SUBWAY",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05T,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, TROLLEY/STREETCAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D05U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE AT GROUND LEVEL, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06C,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, CABLE CAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06F,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, FREIGHT TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06L,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, LIGHT RAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06M,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, MONORAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06O,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, OTHER",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06P,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, PASSENGER (COMMUTER) TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06S,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, SUBWAY",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06T,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, TROLLEY/STREETCAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D06U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE IN TUNNEL, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07C,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,XX,TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07F,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, FREIGHT TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07L,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, LIGHT RAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07M,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, MONORAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07O,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, OTHER",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07P,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, PASSENGER (COMMUTER) TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07S,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, SUBWAY",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07T,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, TROLLEY/STREETCAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D07U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE ON BRIDGE/TRESTLEON BRIDGE/TRESTLEON BRIDGE/TRESTLE, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08C,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, CABLE CAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08F,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, FREIGHT TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08L,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, LIGHT RAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08M,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, MONORAIL",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08O,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, OTHER",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08P,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, PASSENGER (COMMUTER) TRAIN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08S,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, SUBWAY",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08T,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, TROLLEY/STREETCAR",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75D08U,FIRE|TRAIN,TRF,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, TRAIN FIRE INTO/OVER WATER, UNKN",TRAIN FIRE,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75O01C,TRAIN|INVEST|ROUTINE,TRMR,2E+1T+1M+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, CABLE CAR","TRAIN CRASH INVEST, ROUTINE",[PA],4,2,1,,1,,,,,,,,,,,,,,,,1,
75O01F,TRAIN|INVEST|ROUTINE,TRMR,2E+1T+1M+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, FREIGHT TRAIN","TRAIN CRASH INVEST, ROUTINE",[PA],4,2,1,,1,,,,,,,,,,,,,,,,1,
75O01L,TRAIN|INVEST|ROUTINE,TRMR,2E+1T+1M+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, LIGHT RAIL","TRAIN CRASH INVEST, ROUTINE",[PA],4,2,1,,1,,,,,,,,,,,,,,,,1,
75O01M,TRAIN|INVEST|ROUTINE,TRMR,2E+1T+1M+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, MONORAIL","TRAIN CRASH INVEST, ROUTINE",[PA],4,2,1,,1,,,,,,,,,,,,,,,,1,
75O01O,SUBWAY,SA,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, OTHER",SUBWAY,[PA],4,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75O01P,TRAIN|INVEST|ROUTINE,TRMR,2E+1T+1M+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, PASSENGER (COMMUTER) TRAIN","TRAIN CRASH INVEST, ROUTINE",[PA],4,2,1,,1,,,,,,,,,,,,,,,,1,
75O01S,SUBWAY,SA,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, SUBWAY",SUBWAY,[PA],4,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
75O01T,TRAIN|INVEST|ROUTINE,TRMR,2E+1T+1M+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, TROLLEY/STREETCAR","TRAIN CRASH INVEST, ROUTINE",[PA],4,2,1,,1,,,,,,,,,,,,,,,,1,
75O01U,SUBWAY,SA,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAIN & RAIL FIRE, MOVING TRAIN, UNKN",SUBWAY,[PA],4,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
76B01C,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, COMM/IND BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76B01G,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, GOVERNMENT BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76B01H,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, HIGH LIFE HAZARD/HIGH RISE",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76B01N,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, NON-DWELLING BUILDING/STRUCTURE",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76B01O,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OPEN AREA",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76B01R,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, RESIDENTIAL BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76B01U,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, UNKN",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00C,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), COMM/IND BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00G,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), GOVERNMENT BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00H,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), HIGH LIFE HAZARD/HIGH RISE",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00N,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), NON-DWELLING BUILDING/STRUCTURE",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00O,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), OPEN AREA",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00R,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), RESIDENTIAL BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C00U,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, OVERRIDE (CHARLIE), UNKN",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01C,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), COMM/IND BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01G,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), GOVERNMENT BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01H,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), HIGH LIFE HAZARD/HIGH RISE",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01N,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), NON-DWELLING BUILDING/STRUCTURE",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01O,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), OPEN AREA",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01R,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), RESIDENTIAL BUILDING",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
76C01U,BOMBTHREAT,NOTIFFMO,,"BOMB THREAT, BOMB THREAT (SUSPECT CALLER), UNKN",BOMB THREAT,[PD] [PA] [CTU] [FMO],9,,,,,,,,,,,,,,,,,,,,,
77A00,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA)","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A00A,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), ANIMAL","MVC, BLS",[ACC],8,1,,,,1,,,,,,,,,,,,,,,,
77A00B,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), BLOCKING OR SLOWING TRAFFIC","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A00D,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), AIRBAGS DEPLOYED","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A00F,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE","MVC W/ FIRE, BLS",,8,2,1,,,1,,,,,,,,,,,,,,,,
77A00H,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), HAZMAT","MVC W/ HAZMAT, BLS",[DSO],8,1,,1,,1,,,,,,,,,1,,,,,,,
77A00I,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), INTERSTATE/FWY/HWY","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A00J,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE & HAZMAT","MVC W/ FIRE & HAZMAT, BLS",[DSO],8,2,1,,,1,,,,,,,,,1,,,,,,,
77A00K,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE & INTERSTATE/FWY/HWY","MVC W/ FIRE, BLS",,8,2,1,,,1,,,,,,,,,,,,,,,,
77A00L,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,8,2,1,1,,1,,,,,,,,,,,,,,,,
77A00M,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), HAZMAT & INTERSTATE/FWY/HWY","MVC W/ HAZMAT, BLS",[DSO],8,1,,1,,1,,,,,,,,,1,,,,,,,
77A00N,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), HAZMAT & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],8,2,,1,,1,,,,,,,,,1,,,,,,,
77A00O,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), INTERSTATE/FWY/HWY & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,8,1,,1,,1,,,,,,,,,,,,,,,,
77A00P,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE, HAZMAT, & INTERSTATE/FWY/HWY","MVC W/ FIRE & HAZMAT, BLS",[DSO],8,2,1,,,1,,,,,,,,,1,,,,,,,
77A00Q,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE, HAZMAT, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],8,2,1,1,,1,,,,,,,,,1,,,,,,,
77A00R,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,8,2,1,1,,1,,,,,,,,,,,,,,,,
77A00S,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],8,2,,1,,1,,,,,,,,,1,,,,,,,
